Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Efficiency,,,,
1406,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1407,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1408,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1409,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1410,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1411,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1412,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1413,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1414,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1415,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1416,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1417,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1418,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1419,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1420,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1421,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1422,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1423,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1424,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1425,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1426,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1427,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1428,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1429,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1430,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1431,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1432,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1433,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1434,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1435,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1436,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1437,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1438,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1439,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1440,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1441,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1442,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1443,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1444,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1445,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1446,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1447,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1448,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1449,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1450,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1451,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1452,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1453,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1454,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1455,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1456,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1457,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1458,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1459,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1460,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1461,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1462,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1463,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1464,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1465,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1466,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1467,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1468,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1469,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1470,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1471,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1472,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1473,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1474,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1475,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1476,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1477,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1478,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1479,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1480,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1481,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1482,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1483,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1484,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1485,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1486,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1487,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1488,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1489,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1490,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1491,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1492,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1493,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1494,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1495,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1496,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1497,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1498,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1499,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1500,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1501,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1502,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1503,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1504,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1505,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1506,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1507,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1508,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1509,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1510,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1511,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1512,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1513,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1514,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1515,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1516,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1517,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1518,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1519,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1520,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1521,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1522,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1523,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1524,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1525,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1526,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1527,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1528,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1529,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1530,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1531,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1532,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1533,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1534,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1535,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1536,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1537,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1538,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1539,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1540,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1541,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1542,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1543,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1544,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1545,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1546,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1547,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1548,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1549,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1550,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1551,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1552,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1553,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1554,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1555,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1556,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1557,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1558,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1559,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1560,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1561,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1562,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1563,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1564,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1565,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1566,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1567,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1568,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1569,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1570,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1571,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1572,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1573,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1574,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1575,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1576,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1577,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1578,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1579,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1580,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1581,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1582,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1583,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1584,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1585,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1586,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1587,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1588,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1589,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1590,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1591,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1592,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1593,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1594,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1595,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1596,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1597,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1598,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1599,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1600,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1601,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1602,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1603,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1604,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1605,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1606,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1607,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1608,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1609,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1610,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1611,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1612,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1613,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1614,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1615,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1616,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1617,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1618,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1619,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1620,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1621,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1622,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1623,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1624,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1625,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1626,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1627,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1628,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1629,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1630,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1631,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1632,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1633,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1634,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1635,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1636,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1637,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1638,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1639,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1640,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1641,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1642,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1643,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1644,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1645,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1646,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1647,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1648,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1649,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1650,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1651,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1652,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1653,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1654,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1655,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1656,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1657,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1658,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1659,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1660,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1661,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1662,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1663,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1664,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1665,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1666,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1667,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1668,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1669,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1670,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1671,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1672,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1673,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1674,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1675,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1676,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1677,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1678,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1679,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1680,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1681,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1682,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
